Offense_Number,Person_ID,Role_Code
1342,3356,Witness
3103,805,Arrest
3729,4532,Witness
1298,619,Suspect
4141,4462,Other
7872,4504,Victim
7592,1794,Other
6214,2347,Arrest
5725,733,Victim
7387,4971,Arrest
6011,4814,Arrest
2560,4485,Other
3646,218,Witness
97,1552,Suspect
891,881,Suspect
1832,4018,Arrest
1114,3960,Witness
4540,353,Suspect
4775,2017,Arrest
6316,4563,Victim
4271,3945,Witness
4001,3841,Witness
7704,3691,Other
1574,3073,Suspect
4356,4076,Arrest
1814,2279,Victim
2523,1712,Witness
7335,1048,Victim
342,2732,Witness
4071,1009,Witness
7450,1407,Other
2444,1536,Arrest
66,286,Arrest
5485,4458,Witness
7851,2287,Victim
3938,3460,Victim
4278,4443,Other
5593,1975,Witness
7818,2712,Other
989,416,Victim
746,218,Suspect
1326,2375,Victim
4692,2445,Other
6495,672,Victim
6712,3964,Victim
5926,2509,Arrest
6576,524,Suspect
4110,260,Arrest
5651,3899,Other
3312,4942,Arrest
7806,3248,Suspect
2440,1526,Arrest
5104,142,Victim
1532,1461,Witness
2916,3889,Suspect
4965,1850,Other
6904,4491,Victim
7878,4054,Victim
3938,2380,Other
3034,3600,Arrest
2698,4459,Suspect
7275,1452,Witness
1545,3403,Other
4560,4641,Suspect
548,1793,Arrest
7739,2433,Witness
1170,3269,Victim
240,4308,Witness
5266,2400,Witness
1537,1986,Witness
1974,1988,Witness
832,2851,Arrest
7709,2585,Witness
4898,923,Other
6552,1575,Arrest
710,2546,Other
109,2752,Arrest
4369,237,Witness
3525,3429,Arrest
6869,2812,Victim
4387,4682,Arrest
4400,303,Victim
6508,2666,Arrest
7498,1460,Witness
7736,804,Suspect
7721,2463,Victim
5169,4049,Arrest
2856,1892,Other
5269,4718,Suspect
2615,3420,Other
5790,1153,Witness
2211,3433,Victim
5819,4266,Arrest
6642,3345,Suspect
7949,4127,Arrest
2425,2268,Witness
7867,2668,Suspect
5399,3081,Arrest
2905,1315,Other
6100,1408,Arrest
3518,1249,Witness
2849,4864,Suspect
7963,3892,Other
3571,3145,Victim
5828,455,Suspect
2830,3027,Suspect
3146,4588,Arrest
6957,3126,Witness
915,61,Arrest
3172,2167,Witness
4265,2247,Suspect
978,4497,Witness
950,1176,Arrest
255,4368,Suspect
930,84,Arrest
6762,3951,Victim
1038,758,Other
1784,3076,Arrest
233,602,Suspect
3494,4922,Arrest
7542,2052,Other
4627,1273,Victim
5601,3143,Other
7655,2900,Victim
2788,1263,Arrest
997,3902,Suspect
3507,1918,Suspect
4769,4539,Arrest
2651,2629,Witness
2834,2349,Arrest
3680,232,Witness
3773,4742,Suspect
4377,1530,Arrest
6625,3645,Suspect
5906,3538,Witness
747,2653,Victim
3692,988,Suspect
7470,133,Other
6335,4353,Suspect
6509,769,Other
6018,2682,Victim
515,1326,Witness
7739,1064,Other
4325,2066,Witness
7028,2526,Other
4809,4879,Witness
5017,1298,Victim
6774,3603,Witness
2270,3452,Other
336,4359,Suspect
992,4062,Arrest
845,1002,Victim
1464,1844,Suspect
7540,3760,Arrest
2805,264,Victim
2368,3723,Victim
6450,1091,Suspect
3625,2083,Victim
215,1276,Other
573,4492,Arrest
1329,4967,Suspect
3814,4354,Witness
5795,873,Victim
589,1230,Arrest
6489,4843,Suspect
1278,482,Other
697,1343,Witness
3379,2257,Arrest
7623,4857,Arrest
3825,3098,Witness
5015,2290,Victim
7234,4276,Victim
2708,1888,Victim
6802,312,Other
6871,2723,Victim
524,3447,Other
3404,3622,Suspect
7704,2170,Other
201,2136,Victim
7517,4636,Other
7780,4819,Witness
7254,2002,Arrest
2939,4953,Victim
7410,4672,Victim
6753,2368,Arrest
3792,208,Arrest
3135,2750,Witness
1278,4220,Suspect
3148,14,Witness
1164,4718,Witness
4997,3161,Victim
7757,1434,Other
2167,1453,Suspect
5756,54,Victim
4148,35,Witness
2075,1466,Witness
30,1314,Suspect
4006,2558,Other
396,3846,Arrest
2302,4118,Witness
5396,3747,Witness
6846,335,Witness
6809,3560,Arrest
1514,102,Arrest
921,4656,Suspect
6411,2949,Victim
1790,2446,Other
81,4043,Arrest
815,724,Arrest
3609,1395,Suspect
4855,3801,Witness
4847,951,Suspect
5233,3551,Victim
5612,2409,Other
7735,4456,Victim
6491,4291,Arrest
10,1084,Other
7993,3643,Other
6278,2969,Witness
5488,4535,Victim
4842,168,Arrest
176,2218,Other
3184,1992,Arrest
437,2789,Other
386,2524,Other
608,2135,Victim
1037,4656,Suspect
178,2051,Witness
7023,2687,Witness
3140,4149,Other
4004,3734,Other
3292,3105,Arrest
4170,3348,Victim
2282,222,Arrest
6175,1983,Victim
2270,4709,Witness
2717,869,Other
6181,1332,Suspect
6382,1522,Arrest
5839,101,Victim
1274,4614,Witness
4463,4251,Other
6215,3641,Arrest
5159,2721,Arrest
718,4966,Suspect
6945,3719,Other
7831,2768,Other
6936,4700,Suspect
5725,333,Victim
5202,3465,Arrest
7585,518,Victim
7619,499,Other
4019,4759,Witness
5686,2887,Other
4795,2717,Other
139,2697,Victim
3960,4577,Witness
1308,3564,Other
7799,1406,Suspect
4950,2103,Arrest
3759,2295,Victim
2227,368,Witness
5129,1159,Victim
6227,2909,Suspect
6218,960,Other
3593,2523,Arrest
727,1429,Witness
3858,3594,Victim
3188,3492,Witness
5645,669,Suspect
7578,483,Other
4417,2762,Other
2424,4027,Other
6620,4457,Other
5849,1459,Witness
646,3522,Witness
6863,1597,Suspect
1003,4554,Victim
1696,893,Victim
2795,2379,Arrest
6711,3684,Witness
271,24,Victim
3186,1547,Witness
1031,893,Witness
6118,3944,Witness
7406,329,Witness
7059,3131,Suspect
606,1573,Suspect
6716,105,Suspect
3052,4536,Witness
1194,3223,Suspect
4756,2192,Witness
7315,3300,Victim
6173,4181,Suspect
1523,4478,Victim
3602,4350,Witness
415,3975,Arrest
5438,725,Witness
4139,4385,Arrest
1047,2371,Suspect
2063,3385,Arrest
1204,4633,Victim
2059,870,Victim
4620,2411,Suspect
6598,4467,Arrest
98,3281,Witness
4452,2598,Victim
4706,298,Arrest
2208,3349,Arrest
6054,3049,Arrest
4295,4386,Arrest
3299,3271,Arrest
2520,1001,Suspect
3882,1612,Other
5461,4333,Arrest
1732,1725,Suspect
1557,817,Witness
3821,4339,Victim
3071,2838,Arrest
970,691,Witness
330,872,Suspect
7036,3632,Other
7090,1303,Arrest
5808,4570,Other
6578,132,Other
7549,1578,Other
3108,928,Other
2427,1032,Witness
6747,1336,Arrest
7209,2101,Victim
2300,10,Witness
7320,3795,Other
4610,391,Other
401,1629,Victim
7860,874,Arrest
383,4993,Suspect
7911,3440,Other
1210,2314,Witness
4105,2125,Arrest
7591,344,Witness
6121,3890,Witness
2333,4002,Suspect
230,4392,Suspect
5545,3785,Other
4116,4465,Suspect
5711,4038,Arrest
6945,4326,Other
2353,540,Victim
4177,1989,Witness
3467,4065,Victim
847,763,Witness
6636,3052,Suspect
5574,2766,Arrest
110,2349,Victim
6384,2844,Other
1493,4365,Witness
321,572,Other
3751,3223,Victim
3201,4275,Victim
7552,3119,Other
1641,75,Other
4914,1434,Suspect
5934,3532,Witness
4529,210,Suspect
5851,3623,Other
6697,4170,Witness
2878,1253,Arrest
4957,2264,Suspect
2329,2917,Witness
1810,4989,Arrest
7573,1136,Victim
6753,1005,Victim
1903,1122,Witness
6348,2308,Suspect
5708,1085,Witness
6436,4652,Arrest
565,1951,Victim
4218,398,Arrest
3190,4275,Witness
738,2196,Witness
3690,2713,Arrest
4444,4703,Victim
1824,274,Victim
5618,751,Witness
2640,1741,Suspect
5262,2244,Victim
4434,1744,Victim
7912,2255,Arrest
2658,22,Arrest
7162,798,Suspect
7498,481,Other
3736,862,Suspect
1949,693,Arrest
87,3861,Victim
1183,3642,Arrest
4133,1425,Victim
7986,1200,Arrest
6260,2936,Other
3423,4043,Witness
3978,2220,Other
7927,2818,Suspect
6175,3729,Witness
1296,3958,Suspect
3922,2586,Suspect
7707,54,Other
6485,2623,Suspect
1753,2678,Victim
3670,2866,Suspect
6045,1219,Arrest
3357,1195,Suspect
649,3432,Suspect
3769,1669,Arrest
6807,1848,Other
3355,2405,Arrest
6729,3295,Suspect
274,4119,Arrest
7905,1420,Victim
5728,1590,Suspect
631,4931,Other
3591,68,Witness
4593,1445,Other
6274,746,Victim
3660,676,Other
5481,2046,Witness
7633,1943,Suspect
5203,1102,Witness
3137,3448,Other
6708,4417,Victim
6864,4097,Other
379,4361,Other
7525,1718,Arrest
6953,3813,Other
5697,4160,Witness
7487,507,Victim
832,2638,Suspect
636,2938,Other
2800,4903,Victim
3369,3519,Other
7129,2903,Victim
899,2802,Suspect
7089,2348,Suspect
1336,2490,Victim
6831,2186,Suspect
1453,2054,Suspect
2840,3118,Arrest
6084,2665,Suspect
6479,4619,Victim
5871,1830,Suspect
4456,1663,Arrest
1076,3460,Victim
3053,1171,Witness
71,2334,Witness
4631,1107,Arrest
3105,4318,Victim
5246,3831,Other
2612,3074,Arrest
4285,2220,Arrest
1465,1736,Witness
3152,3259,Other
1357,751,Victim
2305,4955,Arrest
4500,4328,Arrest
2508,3333,Other
5669,942,Other
2258,4194,Arrest
6873,3800,Suspect
1765,2138,Victim
333,4344,Arrest
973,537,Other
7439,458,Other
4751,3868,Other
6918,1117,Arrest
7411,4946,Suspect
4368,2136,Arrest
4361,1783,Other
3179,3995,Other
3768,4142,Other
5100,4694,Witness
117,1527,Suspect
1459,4437,Arrest
4037,608,Suspect
4756,945,Witness
1776,792,Arrest
7436,4042,Witness
7727,3431,Victim
5670,2068,Other
1490,4343,Other
2885,4332,Other
4025,2702,Victim
3738,3357,Witness
3307,4514,Arrest
6873,751,Other
3742,2693,Witness
7057,1348,Other
781,4473,Other
2898,1624,Suspect
4567,4676,Other
6939,3956,Suspect
5877,3688,Arrest
4033,1489,Witness
820,2004,Other
5368,4285,Witness
1341,219,Arrest
324,4152,Suspect
1888,1525,Suspect
5794,1519,Other
5879,262,Witness
1867,1073,Arrest
5020,4268,Other
4548,720,Arrest
3740,3709,Victim
4558,3671,Suspect
3631,967,Other
5618,4958,Witness
2271,1244,Witness
5702,4891,Arrest
7021,3773,Victim
1304,2468,Victim
759,4126,Suspect
2670,3270,Victim
6478,1563,Witness
6243,1057,Other
7312,1862,Suspect
960,3069,Suspect
4013,2544,Other
5226,3252,Victim
3595,391,Suspect
7889,4187,Other
1948,2182,Suspect
3957,991,Victim
1941,1415,Suspect
3497,4327,Victim
3734,3800,Other
3186,1363,Arrest
6626,953,Victim
3753,868,Arrest
96,1347,Victim
5850,405,Arrest
3570,618,Arrest
5038,3672,Arrest
5756,2074,Other
532,2348,Witness
4990,3259,Victim
3913,320,Other
6889,343,Arrest
7654,2004,Arrest
6941,1780,Suspect
6502,1671,Witness
6911,527,Suspect
2772,3410,Arrest
3538,2917,Suspect
5997,1279,Suspect
5080,3740,Victim
1123,4185,Arrest
6740,4686,Other
4270,3238,Other
2769,986,Victim
5849,3616,Victim
4082,2588,Suspect
7380,4320,Witness
6169,3437,Victim
7324,1847,Other
6333,4798,Suspect
7262,2737,Other
7971,458,Suspect
1336,3719,Arrest
7866,2576,Other
5061,4138,Other
3183,474,Other
6296,572,Witness
7452,1371,Suspect
3885,2264,Suspect
1682,1761,Witness
7,3414,Other
7247,3719,Suspect
5761,1802,Other
1347,2780,Arrest
4146,264,Arrest
858,2027,Suspect
3920,2600,Suspect
5410,2308,Arrest
3794,1973,Suspect
2837,1604,Witness
6425,115,Witness
5430,933,Witness
4210,4998,Arrest
601,4511,Suspect
5834,4991,Other
6229,2458,Other
599,932,Victim
2886,1179,Arrest
1256,2726,Other
5420,4833,Arrest
6147,4454,Other
1782,1165,Arrest
6613,209,Other
803,3943,Other
4010,3384,Witness
3808,4405,Victim
3332,3461,Suspect
7829,1352,Arrest
7129,1490,Suspect
1107,890,Victim
5982,1322,Suspect
182,1893,Other
6638,3294,Witness
7175,2261,Victim
3808,1679,Other
3639,4169,Arrest
6719,944,Suspect
4330,4227,Arrest
5231,1782,Suspect
441,348,Arrest
157,3393,Other
2263,882,Arrest
5666,1563,Witness
6188,1459,Victim
6839,605,Other
4498,257,Other
6788,2736,Other
841,3121,Suspect
6280,1840,Other
7322,130,Victim
4768,4393,Victim
5601,3632,Witness
5438,1475,Other
5188,2106,Arrest
7115,657,Arrest
1663,1681,Other
1095,1995,Witness
2665,4157,Victim
1507,2827,Victim
2774,2973,Victim
2365,2199,Arrest
5518,2803,Victim
4869,4778,Arrest
4513,2090,Arrest
6305,772,Victim
3015,2222,Arrest
2636,3002,Other
2218,154,Witness
3757,1375,Other
1191,239,Suspect
2146,2267,Suspect
2853,4565,Witness
5877,3904,Victim
3120,4763,Suspect
1647,2582,Suspect
6917,289,Victim
1283,4346,Other
4383,818,Arrest
2857,3740,Suspect
860,1586,Suspect
659,447,Arrest
7980,4172,Other
4135,4665,Suspect
5617,3374,Victim
1897,4407,Suspect
6858,3562,Witness
4329,4206,Victim
7175,947,Victim
4462,2045,Witness
1344,3625,Other
6,4231,Other
1082,2584,Witness
5141,1161,Suspect
233,2643,Arrest
6600,346,Victim
2379,2628,Witness
1355,4193,Suspect
4607,4788,Other
672,4129,Witness
256,483,Witness
3655,301,Witness
4707,4948,Victim
6146,353,Victim
611,2187,Victim
4458,1851,Suspect
2589,1210,Victim
4357,4983,Other
7947,42,Suspect
3407,1759,Suspect
4153,3335,Witness
2385,2321,Victim
4360,2588,Victim
3326,79,Witness
4002,1447,Suspect
2839,4932,Suspect
497,856,Other
4379,2259,Victim
2792,2152,Witness
4256,3955,Suspect
119,4418,Victim
6231,4113,Arrest
2361,694,Victim
185,2043,Suspect
2771,4677,Other
2516,1389,Victim
7306,2575,Other
3592,3082,Suspect
600,3721,Victim
6378,4414,Arrest
3153,2845,Suspect
2162,4780,Suspect
6763,412,Other
3381,3972,Other
2162,4722,Suspect
7762,2077,Arrest
310,214,Witness
619,2279,Suspect
4085,235,Suspect
2529,2622,Suspect
7392,1847,Victim
5649,2600,Other
4048,2133,Arrest
4040,4561,Suspect
7187,3729,Other
3804,444,Witness
4576,4452,Witness
5631,2776,Arrest
2541,18,Suspect
7469,3653,Suspect
7429,1127,Victim
6624,1529,Arrest
1083,2935,Suspect
5849,3611,Arrest
2022,2970,Victim
5649,3313,Suspect
4876,3190,Arrest
7090,2004,Other
3634,30,Victim
5703,3119,Arrest
6006,4108,Arrest
2104,3119,Other
6820,3958,Suspect
2,3409,Victim
5898,1179,Witness
6438,97,Witness
1851,414,Arrest
5770,3798,Witness
2777,4204,Victim
2003,1205,Witness
3794,1910,Witness
6891,4764,Other
6301,4956,Victim
6108,3766,Other
467,4263,Victim
132,3625,Other
3145,3142,Arrest
716,94,Suspect
611,3561,Arrest
915,1083,Arrest
7030,2166,Victim
637,4626,Arrest
2047,4104,Other
927,3080,Arrest
380,4234,Victim
964,3302,Other
4473,974,Suspect
6257,297,Witness
508,378,Suspect
2736,779,Victim
4581,58,Suspect
7251,4144,Other
7641,4099,Other
6525,4670,Witness
3766,816,Arrest
5627,4978,Arrest
5018,1097,Victim
3933,1845,Victim
2625,4647,Arrest
1860,716,Suspect
1961,3421,Victim
3944,3807,Other
3390,1045,Arrest
6800,3214,Victim
396,2167,Arrest
5441,3020,Arrest
3235,4422,Other
2276,3936,Witness
4625,310,Other
4610,4822,Victim
6693,1153,Arrest
6514,912,Victim
1971,1217,Arrest
858,286,Other
7942,3513,Witness
4052,740,Witness
4815,1850,Witness
4611,3155,Other
4911,657,Suspect
7566,128,Other
5829,1991,Other
4328,3050,Victim
1975,3197,Arrest
5895,2093,Other
7070,4920,Arrest
5730,748,Arrest
2598,2363,Witness
5381,2263,Suspect
2637,3089,Arrest
4834,3194,Victim
3059,4986,Witness
2277,753,Arrest
1239,4616,Other
2428,1199,Victim
5579,3289,Witness
3174,148,Other
2359,208,Witness
5116,1465,Victim
6584,2855,Other
2572,1218,Suspect
2461,397,Witness
3597,4697,Other
3577,680,Other
3666,3014,Witness
1026,761,Witness
989,4850,Other
6700,2967,Arrest
4066,3324,Witness
3153,2658,Arrest
3964,1953,Arrest
2393,2740,Suspect
7423,407,Witness
4651,3239,Witness
3740,366,Arrest
1974,4436,Other
1580,1606,Victim
6435,489,Arrest
1274,1795,Suspect
692,3627,Other
4672,802,Victim
4972,3424,Suspect
5731,215,Witness
1859,665,Arrest
5044,3768,Witness
3591,2659,Arrest
3839,3826,Other
3025,3883,Victim
816,4579,Suspect
6960,3422,Suspect
7161,2355,Victim
4553,990,Arrest
6391,1509,Arrest
1807,4880,Arrest
6790,1152,Victim
174,1618,Witness
5030,3235,Victim
3731,1217,Other
3122,4297,Victim
4332,3656,Other
5660,2307,Suspect
10,4503,Other
6701,2603,Other
959,4298,Victim
5302,8,Victim
1770,1916,Witness
7896,3664,Arrest
377,4782,Suspect
3061,1461,Other
3345,4409,Other
5661,4457,Arrest
2230,2776,Suspect
5528,2682,Witness
5583,220,Witness
6452,2294,Victim
6136,2628,Other
7496,1374,Victim
3205,4305,Suspect
3809,321,Witness
841,4838,Witness
5055,3412,Victim
4722,1994,Other
7664,4110,Other
5879,2425,Arrest
5947,72,Arrest
7748,1488,Victim
3235,3207,Victim
370,4094,Witness
7541,2002,Other
4981,1374,Arrest
526,3799,Suspect
4707,2709,Arrest
1475,1513,Arrest
5118,138,Witness
6059,3118,Suspect
7277,588,Other
1790,3412,Other
4925,770,Arrest
5432,3366,Victim
6723,2649,Other
388,1839,Victim
587,3520,Suspect
2571,2793,Victim
1177,841,Witness
2337,46,Witness
4551,141,Suspect
3894,2828,Witness
2074,3061,Other
4838,3371,Suspect
2189,839,Victim
2329,4040,Victim
4613,2678,Victim
7456,4450,Other
4494,4375,Witness
349,3688,Arrest
7129,3969,Arrest
872,25,Witness
2388,4590,Victim
7171,2908,Victim
4345,1164,Suspect
6197,165,Victim
4726,4268,Witness
5632,1725,Suspect
3865,2950,Arrest
5725,466,Victim
5167,1867,Suspect
1080,54,Witness
4921,2114,Witness
1361,1162,Suspect
6576,1902,Arrest
2697,1533,Victim
1606,2117,Other
3173,2616,Arrest
7659,3179,Arrest
2618,3685,Other
4856,2326,Arrest
3480,2015,Other
7426,108,Arrest
6407,3407,Arrest
7805,4982,Arrest
1227,4448,Witness
2362,2754,Victim
5528,4568,Witness
7595,3774,Witness
5731,3005,Other
6971,2676,Witness
5539,458,Victim
5630,473,Suspect
7771,266,Other
483,4553,Victim
1237,721,Victim
2047,3977,Witness
4241,815,Suspect
6924,2086,Witness
3248,3170,Arrest
4811,470,Other
4243,203,Witness
4902,36,Victim
1535,3780,Other
5990,872,Arrest
6191,1163,Witness
5054,4498,Arrest
7776,2926,Arrest
4315,2857,Witness
319,404,Suspect
2281,3330,Witness
906,1712,Suspect
3664,295,Suspect
7970,1246,Victim
2445,241,Witness
2820,2430,Witness
4365,4127,Other
1272,4142,Arrest
3221,3194,Victim
2609,2529,Victim
4566,4007,Other
6335,2654,Witness
6996,1267,Suspect
7779,64,Suspect
7750,821,Victim
6280,4684,Arrest
5698,896,Victim
6872,1416,Arrest
3083,925,Suspect
6307,2673,Victim
1700,1929,Suspect
1124,2754,Witness
4985,2655,Arrest
5726,721,Witness
5635,2664,Witness
4510,1082,Suspect
1886,2326,Victim
7753,1641,Witness
7489,3464,Victim
5945,475,Witness
7277,4881,Witness
5101,3169,Other
659,2623,Suspect
3208,1251,Arrest
3007,356,Victim
1560,3885,Arrest
6131,4013,Arrest
3504,3484,Victim
4640,498,Arrest
6326,2988,Arrest
1282,15,Victim
1204,2283,Victim
686,2578,Witness
1692,1637,Victim
3344,4535,Suspect
2431,4806,Other
879,3949,Other
955,299,Other
6306,4690,Suspect
4062,1807,Other
3712,1444,Witness
6441,4209,Other
3288,60,Victim
4809,4016,Victim
1935,4528,Suspect
1280,2561,Suspect
2505,2421,Victim
6695,2469,Other
1103,2384,Victim
7035,2298,Other
6852,662,Arrest
622,3833,Victim
2239,4372,Witness
4823,3484,Victim
7677,4689,Witness
3374,1553,Arrest
3435,4820,Other
6024,619,Arrest
6637,660,Arrest
2043,3623,Suspect
1053,942,Suspect
7462,4056,Witness
3529,2514,Witness
2650,1606,Other
1909,956,Arrest
1384,688,Victim
2236,1867,Victim
7150,434,Arrest
6796,4159,Arrest
2750,4793,Witness
5603,3112,Victim
1577,4959,Suspect
7190,4356,Arrest
7706,3345,Victim
4346,1036,Victim
7966,4209,Witness
7979,4858,Suspect
6923,1559,Suspect
3597,3194,Arrest
1773,4038,Witness
6348,3228,Arrest
1576,1766,Arrest
4445,302,Witness
7550,1747,Witness
7648,2547,Other
6508,4701,Witness
7676,3447,Witness
1539,1742,Arrest
6417,2108,Witness
1049,1721,Other
758,2699,Suspect
3522,1732,Witness
3576,686,Witness
1971,3964,Arrest
5455,1713,Suspect
3385,2720,Suspect
3982,3616,Arrest
1760,4112,Victim
5748,3311,Victim
5786,1451,Suspect
865,1710,Suspect
800,2939,Witness
1378,272,Witness
691,2850,Witness
6477,1545,Other
5172,1945,Victim
5054,3875,Other
2626,2570,Arrest
3354,3082,Suspect
1007,4540,Other
5230,2542,Victim
2277,3743,Arrest
7221,2743,Other
633,4651,Suspect
3711,3494,Witness
6217,4000,Other
7386,784,Arrest
2903,772,Suspect
4159,3010,Victim
5509,3518,Arrest
3500,1779,Witness
3705,718,Arrest
1488,219,Other
794,4474,Arrest
2330,914,Arrest
7251,641,Arrest
7491,4908,Witness
7466,4685,Suspect
7608,4056,Other
5467,3308,Arrest
4858,4880,Suspect
3740,1066,Other
3340,262,Arrest
2085,4083,Suspect
5491,25,Suspect
2380,1988,Other
2878,3508,Victim
1753,4184,Victim
7808,272,Arrest
6101,194,Other
7942,4571,Arrest
5577,3974,Victim
6219,4123,Suspect
2326,2665,Arrest
5105,4426,Suspect
2730,141,Victim
6455,2308,Victim
3733,1063,Other
5885,1519,Arrest
1344,4781,Victim
7325,4201,Suspect
4919,1316,Victim
2480,4889,Victim
5888,4517,Suspect
3842,1127,Victim
6170,3344,Witness
6184,3757,Witness
7070,4252,Witness
5153,2361,Arrest
1609,2559,Arrest
7551,1185,Victim
6359,3204,Arrest
4599,4641,Other
5519,4877,Other
4485,3465,Arrest
6112,4076,Other
6220,3216,Suspect
5046,3465,Other
2571,1978,Arrest
2519,3113,Arrest
7214,4936,Witness
65,612,Witness
229,1914,Suspect
6685,3445,Other
4545,2366,Witness
4828,107,Arrest
7780,2155,Arrest
6183,3040,Witness
4534,2022,Arrest
6010,2181,Witness
4416,2795,Victim
7817,1951,Other
3310,4175,Witness
681,4458,Other
2730,1870,Other
3167,810,Witness
7667,4293,Other
159,631,Victim
4312,619,Suspect
5978,1237,Arrest
3547,4437,Other
3785,3331,Arrest
7337,75,Arrest
1050,4188,Other
2774,2593,Witness
5747,3585,Victim
3665,1897,Victim
4405,3094,Other
5122,3393,Arrest
2766,3178,Witness
5466,4966,Other
3590,240,Other
4875,466,Suspect
4482,2419,Witness
1764,239,Other
3561,4830,Other
3781,4987,Witness
5990,2041,Suspect
6915,4601,Victim
3747,2935,Witness
1598,4432,Arrest
5695,4663,Suspect
7972,1813,Other
7760,4252,Other
1631,2294,Other
6032,3822,Suspect
5450,115,Suspect
7531,1721,Suspect
1504,3951,Witness
5489,668,Suspect
7924,2903,Witness
7005,2776,Witness
5076,838,Witness
2514,374,Arrest
4174,818,Suspect
7447,3831,Arrest
5607,3798,Other
3200,3443,Victim
2668,4027,Victim
3290,4313,Other
262,328,Other
5274,289,Arrest
5367,3235,Suspect
5986,325,Witness
6174,2004,Witness
2428,328,Suspect
2063,716,Witness
1018,2206,Suspect
70,1286,Victim
6,4080,Victim
5324,1327,Suspect
4981,4383,Other
4650,2368,Witness
6701,4264,Victim
7595,3577,Victim
3375,4171,Suspect
7107,2844,Victim
800,3979,Witness
7026,1944,Other
4411,449,Witness
2467,4840,Suspect
7905,3124,Other
4462,2044,Suspect
5159,3953,Suspect
6543,1656,Other
1448,2688,Other
6304,939,Victim
3667,122,Suspect
5316,325,Suspect
6888,1008,Arrest
7825,539,Witness
3275,1821,Other
7245,3657,Suspect
4080,5,Suspect
3445,4060,Other
1927,3808,Suspect
7971,2252,Arrest
3538,4134,Victim
1601,4688,Suspect
3357,4334,Victim
459,3804,Other
6438,2378,Suspect
3764,46,Other
2668,2890,Other
6978,2568,Witness
3991,2572,Victim
1925,4290,Victim
5714,4294,Victim
3895,3777,Arrest
1380,307,Witness
4753,620,Suspect
7525,2121,Victim
4102,1942,Suspect
7506,1000,Victim
4896,2301,Other
4928,4278,Suspect
1100,4207,Suspect
3181,3988,Victim
2999,3055,Arrest
6941,59,Witness
2142,4280,Victim
1599,4955,Suspect
677,383,Victim
2161,3896,Witness
7467,2077,Other
7113,896,Witness
6510,4034,Suspect
266,3704,Witness
7646,2536,Arrest
1318,4008,Suspect
7353,1415,Other
5313,4753,Arrest
1179,4531,Witness
169,400,Witness
7573,3883,Victim
6696,2651,Arrest
5798,95,Arrest
499,4944,Arrest
3596,3219,Arrest
4790,4746,Arrest
6368,2326,Victim
6069,611,Suspect
2179,4065,Victim
4588,3580,Victim
6491,4220,Arrest
210,4021,Other
114,605,Suspect
2068,880,Victim
2586,4696,Witness
697,4471,Witness
955,182,Arrest
7147,1130,Other
1140,1355,Victim
3582,1269,Witness
3420,3229,Arrest
7210,1951,Other
6227,1137,Victim
7757,372,Suspect
5171,3809,Witness
5826,2176,Victim
7112,3148,Victim
480,4394,Victim
1831,707,Arrest
283,1340,Other
4715,1760,Witness
3475,1410,Other
5277,2455,Arrest
6437,3340,Arrest
233,2981,Arrest
3445,904,Suspect
3620,2161,Arrest
7648,374,Arrest
4816,4444,Witness
2353,4092,Witness
7887,4033,Arrest
7502,2747,Witness
2822,4439,Other
5808,2779,Other
6243,4035,Suspect
2539,796,Arrest
6206,3417,Other
6865,725,Victim
6803,4591,Suspect
176,4521,Witness
1367,718,Witness
67,2066,Victim
563,1561,Other
4846,455,Arrest
5685,1339,Arrest
6360,2207,Arrest
7873,2590,Arrest
2902,2304,Witness
3760,1714,Victim
4766,3788,Witness
7206,190,Arrest
560,3400,Other
3340,3578,Other
264,2460,Witness
7063,2931,Witness
6142,1332,Arrest
3003,1884,Witness
104,4092,Victim
3237,3786,Arrest
1059,2708,Witness
6486,163,Victim
2845,245,Other
4677,4110,Suspect
4477,2568,Suspect
5206,4413,Arrest
7310,2496,Arrest
2767,2833,Suspect
325,4570,Witness
5187,2418,Suspect
1776,2288,Other
5474,422,Victim
243,3441,Witness
3782,1821,Witness
7332,2901,Other
3910,1377,Victim
7959,2879,Other
4773,1192,Suspect
858,3639,Victim
4573,418,Other
6389,2604,Arrest
1014,1391,Arrest
6753,44,Witness
412,218,Suspect
6982,3066,Other
2507,186,Other
1168,182,Other
3872,171,Arrest
2208,2470,Witness
7989,400,Victim
5039,4775,Witness
419,3372,Other
7464,721,Suspect
6519,2316,Arrest
3847,4059,Other
729,4418,Victim
2871,4961,Other
910,4203,Arrest
1566,2137,Arrest
48,4995,Suspect
5151,3955,Victim
6371,1489,Arrest
2368,520,Arrest
7350,2392,Arrest
6062,2319,Arrest
4404,4611,Suspect
2922,2672,Suspect
4636,3803,Witness
4840,4159,Victim
7060,3054,Other
5614,556,Witness
3055,1351,Witness
5847,260,Other
6808,2885,Witness
7144,15,Suspect
770,2935,Suspect
4010,463,Victim
5056,3444,Witness
707,2621,Suspect
420,4984,Witness
5090,2231,Arrest
6156,4687,Suspect
5421,1831,Witness
4545,307,Other
5203,4217,Arrest
2891,1004,Suspect
2944,3410,Suspect
4623,1038,Witness
1953,456,Other
2395,1272,Arrest
7425,911,Witness
6852,3432,Suspect
2508,4637,Witness
7625,943,Victim
5305,1088,Arrest
4830,4966,Victim
5598,3812,Victim
3149,3246,Other
